address,usd_seizable_now,tokens
0xfad3bbf485f2fb125a9272d733e9713753000f70,1.81,USDC:1.8100
0x78daf5e246543de1d791eaf96bf447f8714d3642,1.81,USDT:1.8078
0xbbc65eccc96bc71a01040754478ccaf9033d83b5,1.80,ARB:19.8000
0x598e16584d0a4e3346c4d6c9f90f7b895749d7d7,1.79,DAI:1.7947
0x9c8c3b1b792bf1ac99f98043cb01f82386470232,1.79,USDC:1.7926
0xa97763c99cd35b9c7efde6f60f30e1aa2cf11555,1.79,ARB:0.9947;DAI:1.7000
0x6de68efb35813785f0cfaccd7b81a18ccf402305,1.79,USDC:1.7902
0xb5fb0f4e71e3377bc469d90995994025708d2f38,1.79,USDC:0.8000;USDT:0.9900
0x3101fd37e072ae647bfef06237a5ea7af61768c3,1.79,USDC:1.7885
0xab93a9e5c951534a8a70f9893438f9df4d1d64cd,1.79,USDC.e:1.7865
0xe714024fe7e3b8c442ff58836d0db04c87c4b99e,1.78,USDC:1.7846
0x9650f07d986243e31ddecab29892dfc6dede5c00,1.78,USDC.e:1.7840
0x539c8a4b72ae9f3f524bbdb602939cc03fa1e0e8,1.78,USDT:1.7839
0xab4b3f3b2767245783c8c99ac6a66c32ebd789d1,1.78,USDT:1.7763
0x3754b43ff451896ea4d77e6e9f79ff6af3944995,1.78,USDC.e:1.7754
0x2394381ba5bff2646717cb6e167aabaa8ad97e12,1.77,USDC.e:1.7744
0xe192e90d551e83d91cc7e9e7284832a05d0bf973,1.77,USDC:1.7675
0x703e50af7e055c6c9ac83d72255caacd62400bca,1.77,ARB:19.4484
0x58fa8de4ec7e240b75ebb52bb59adaad58502b89,1.76,USDT:1.7652
0xf3cd3c07dfba501e801a478189351b17b4f8dbcb,1.76,USDC.e:1.7638
0x172484f3a0a21e023fd25203525d8a98fc204cca,1.76,USDC:1.6700;ARB:1.0100
0x06922d0973aed9c83d16ba7ac061c148b8024d02,1.76,USDC.e:1.7594
0x23dd7afc61f7be0883d632b6520a90dad6197952,1.76,ARB:19.3715
0x72e2c103fbe3644bb7d46838be82275da796ded9,1.75,USDT:1.7500
0x7f255b184ac959826c4193e92076ed416911b090,1.75,USDC:1.7486
0x22139696bbe7d50507c48ef5b289ca74098c9934,1.75,USDC:1.7479
0xa9a4fbb7da516cd9902ec69f759910fd2a68df99,1.75,ARB:19.2186
0x86857c0890b6c551f5c8c25a21485dcbaa8df53a,1.74,USDT:1.7423
0xf05d258f1232a7b722434a99374cede8feb810ae,1.74,USDC:1.7415
0x514da60dd1206726ed3fc64d945852a119e2c4f6,1.74,USDT:1.7416
0xfda98f7743182088efa9db372a67d0a27ea2a4a5,1.74,USDT:1.7411
0x94e48ce802a4427edc759a99047ca072026353c9,1.74,USDC:1.7402
0xa5eb218046f16316b2bd9c39dd8ef444167ca8c1,1.74,USDT:1.7403
0xa967a8903197d9e2d426d56fadc0b072476144be,1.74,USDT:1.7393
0x4d9e42ed7f2d0024909b1d01983f0c5ae77d4cb4,1.74,USDC:1.7388
0xc11d801192ddd541ac8d14b263f018f0836bd810,1.74,USDT:1.7365
0x513fa920b3594ffc67ea4452f0c7bfd42be9b9f2,1.73,USDT:1.7312
0xf03589d5bae05816fb656ad909d2f304e47209c6,1.73,USDC.e:1.7280
0x0633c7a0ac60e5a3652508397ef202aea5642e8c,1.72,USDT:1.7243
0xa1f3b4195a66df484c6d12ff1f7c883b4709865f,1.72,USDC.e:1.7229
0x9f11809d79e323ffc187fded48965ad0ba139eed,1.71,USDC:1.7117
0xfbd9d3ee50fd2d08a256eaac1dfd6bfa92f6e766,1.71,USDT:1.7076
0x3b76fbc3e1c44eb8ecf4b711ced5160042dba80c,1.71,USDC.e:1.7053
0x35eaa1db8103f5105f2a2a756ac68df87b1f5da2,1.70,USDC.e:1.7051
0x95859e938c26630d7ab52af10c6a026cd03f58ce,1.70,USDC:1.7026
0xea44d8ee456addca2752acd91b509bd41a3eb192,1.70,DAI:1.7000
0x18ca073fe6d80ac1429d028f67d2506173ba8951,1.70,USDT:1.7000
0xf7e1c6194a0dc58e43e2b3c84a1c4ad82fe84603,1.70,ARB:18.6841
0x5e3b4dc6de1af4cceb883420c09e0b2cc9191d03,1.70,USDC:1.5396;ARB:1.7306
0x25817174e3bc0abe3ab09358905558881b722f96,1.69,USDC:1.6921
0x9c4044a747ce75805be80a55153da2d406757e16,1.69,USDC.e:1.6900
0x205dd15b03e65a3da4a9d9184c302b2223ddcfae,1.69,USDC.e:1.6897
0x34195496f7426f952b2e1972f9f5ded4fa106c7c,1.68,USDC.e:1.6807
0x7da6c8eec3257289e8919131744661ba20b8181a,1.68,USDC:1.6772
0xb9dece0d21d6288fc5c6c94567433cea3f7f815b,1.67,USDC:1.6743
0x22bbfa114315234f8b1e436b2658119ddbc45365,1.67,USDT:1.6672
0xb24ca5372c5eaac3c65092435b51348341a009b6,1.66,USDC.e:1.6633
0xbb8a46b546a2ee96f70857ee7ee149e40cac674e,1.66,USDC:1.6596
0x50942b3eed330e94514ffc33711baea0fe3af4ba,1.66,DAI:1.6593
0x4923921ca6dbeaab57c93461a44a801a3f092115,1.66,USDC.e:1.6574
0xc0b3d5f3fa47eb1720baf2d4756b5e32f201a54a,1.66,WBTC:0.0000
0xeb03bfe7156f216953dd5e033b954e90a26636ff,1.65,USDC:1.6494
0xee21d91375eca7e90b61ff83925996c0dc898950,1.65,USDC.e:1.6462
0x9cbfe5ce50ece332b2e709dbc9286426759cd4a1,1.64,DAI:1.6391
0x1346b04bd30354323801a5fb2ecd958db12fc133,1.64,ARB:18.0105
0x9b75dedc991e833e7fb13d9da2916a4a01adb65d,1.63,USDC:1.6343
0x7926c7888a87c99c32c9c7d548eb27a8d14e9587,1.63,ARB:17.9509
0x590329ffa248875d09f036dbfcffdec70d72004a,1.63,USDC:1.6300
0xb6a1d704c79b4fdedfd65f0a0eacb9b740af25d0,1.63,USDC:1.6284
0x486091a4f37912437103572b9aa8e008c25ca1cb,1.63,USDC.e:1.6271
0x4659d7096aec98fba34c48a5ffdb641d5db3d6f5,1.63,USDC:1.6262
0x949e6d6d899653a201046bec8c481fc66751b7a3,1.62,USDC.e:1.6218
0x00c3244765651ec23328947b7f16e46ce496dcf3,1.62,USDC:1.6197
0xf2b23a46c1bf85351991cd3eb70e1fe2f03539cd,1.61,USDC.e:1.6144
0xed6b0ea8ead721e5faa9e0384a843f497e8900fa,1.61,USDC.e:1.6063
0xdc78aa9435193273552ec19f2bb2a9cb4d70e437,1.60,USDC.e:1.6014
0x83599dae4b0c99b4b39355e3088f04466c428d43,1.60,USDT:1.6009
0xa0d931270e2f93c99131a279ae139fc8e71c6436,1.60,USDC:1.5985
0xc4a8ffae9ae7db436c965f64f621798dc32b4e91,1.59,USDC:1.5935
0x54b4396b1b51aff2bd82dd77c529ada7a2b8ffd5,1.59,USDC.e:1.5915
0xc2d6af0242400a005731f59c8830ef52a911fd0e,1.59,USDC.e:1.5904
0x39fa26f832bdd79028536e2f5e092812b7eadaf5,1.59,USDC.e:1.5864
0x6c5d585e720cc8445d122b51030191a374359acf,1.58,ARB:17.4008
0x707a50570c63018bf6c7c6025f81f96ba6902645,1.58,USDT:1.5783
0x53d2d0d8ffc625bec40a1cccfdccf5ea6f471281,1.58,USDC:1.5765
0x06def639045e0acc26eae895aef38dd737d670d6,1.57,USDC:1.5724
0xd959004b2dbe9225be5ce84419de990e177e9169,1.57,USDC.e:1.5713
0xfc432c906d703341c08c7e06bc94c5be8a2305fe,1.57,USDC:1.5662
0x6d1cc68da62556bb72b688fb2b3d1ccf06c2f93e,1.57,USDT:0.0593;USDC.e:1.5066
0xd0b97ecf884f93b028688f3c972681c6f3c27c34,1.56,USDC.e:1.5632
0x2631edf1f25c40d487cbc08780be0f62078f2706,1.56,USDC.e:1.5630
0x9be2cad29240b1518f7875480433254a01ab9a08,1.56,USDC:1.5621
0x9f3b689039644a1a4aa192edd736ed27685ad5d2,1.56,USDC.e:1.5596
0x982ecde6dcb2646a1b949177f6711dac1122b441,1.56,USDC.e:1.5589
0x3589eaf4191c9db3f93b78479eb3a47760c7a462,1.56,USDC:1.5585
0xba0f558151c27dd587b69e6425a1be27876f4944,1.56,ARB:16.8568;DAI:0.0254
0x8ed3e9cfb668f9901b11f48b8520544509d7f287,1.56,USDT:1.5561
0xd6956a5ab0bdbf94968653c9ffbcdf24f2b52c2f,1.56,USDC.e:1.5557
0x40c3848d6577cba368a097096dfb958de4c51969,1.55,USDT:1.5547
0x68f46b14fd45e4064111cfc39f7ef1a72f989e69,1.55,DAI:1.5543
0x9d1be9f73eccb70c494e4c827adc6e72475c6312,1.55,USDC:1.5529
0x11219be74018e03f6f7b69d91447a8ed17ecdff1,1.55,USDC:1.5501
0x8a1abb7fae871b52a98be7c59dbb3c142df313eb,1.55,USDC.e:1.5454
0x041ce75b1beb35afeda01f47bff2d3fe5edf84a2,1.54,USDC.e:1.5443
0xfb0f3c34ceb5abacea90a52da0fff7d91b85dc46,1.53,ARB:16.8282
0x0e6e268fbc49b41a3bdfcb448599dadeb2c33901,1.53,USDC:1.5268
0xc2e0bc3e80c17ed8edb58395286322f65ce45421,1.52,USDC.e:1.5219
0xa7c88fb6ad08d2be4eda8e8822b7c2792c450cdd,1.52,DAI:1.5197
0x5709b73c5ee72d7eafd84a5c4199724c3c546ac0,1.52,ARB:16.7256
0xe3230f86ee8300b730b48de125dc753db7421464,1.51,USDC.e:1.5128
0x13833b52d39a1df10978f1fb272829a2b2120b9c,1.51,USDC.e:1.5105
0x57e631edc5e5e3e0c5e752557ebf1238c1527b0a,1.51,USDC.e:1.1947;DAI:0.3146
0xafc90468ba6bdbebc0410cfc830cf23c6995f4e6,1.51,USDC.e:1.5063
0x7f366a12df49bffcbc235e7f12f50be8ba9abcda,1.51,USDC:1.5059
0x7e58d72153d2434773fcf14430de253b6fe9a2f5,1.50,DAI:1.5002
0xfa2d40edfa4ab9ae42f4c20434b94ab6ddfe07ec,1.50,USDC:1.5000
0x4f53e7812b9a845b4f1a834b523f4363a7e0cb77,1.50,USDC.e:1.5000
0x5375d7ebaeee4e05468da9ab1c155140baa497ff,1.50,USDC.e:1.5000
0xb4a15a7c96882772ea9dafd50cdb90b8ef668a12,1.50,USDC.e:1.5000
0xf0e7d7862aa28071332e9926bd99e4c236bb7774,1.50,USDC.e:1.5000
0x591f2dcb528dc7fd848e6aed3d0c1450143ec316,1.50,DAI:1.4994
0x8c7fc4c47c3d6398b303ee551cb698384822d3d1,1.50,USDC.e:1.4971
0x9103c20558ca663fd702f0a105ab17ffb2d11750,1.50,USDC:1.4969
0xdb81e0d8031e653469883980a7dd7e2a5cb8df39,1.50,USDC.e:1.4969
0x5d9d2a6ead541df325a63b1f46a8928f73c58cb5,1.49,ARB:16.4013
0x1d49c417c392f8e83b663128adf7ac8482e7fef2,1.49,USDC.e:1.4891
0x08d95add32386c525251530c92c974956ca77a5c,1.49,USDC.e:1.4877
0x2e43bf47d89d8fbad379b74b3344fc01a5c19351,1.49,USDC:1.4871
0xdf1d22c2a11d2f40d378b3683a8b0a321c5d0d25,1.49,USDC.e:1.4865
0x1d5d623aeadadee108e5f2b9949dc04140ce782b,1.48,USDC.e:1.4836
0x66fcbaf258c91f2a0c42204088810adde348ba74,1.48,USDT:1.4831
0x32eacc083ea4204937b99e6af8118cfaa1388163,1.48,USDC.e:1.4816
0xcd469d4c383b661e8c0ef37b762312090beaa722,1.48,USDC.e:1.4800
0xdccab3ac8e3f33add155f508cdaafaa7dcbb8cd8,1.47,USDC:1.4748
0xb618c04604649ea0cd32d6e9fc7fb631e171b84e,1.47,USDC.e:1.4704
0x13554a6bcb8e6647f8f8f1abd59f88d5ca9840f0,1.47,USDC.e:1.4696
0x956c112485fc66de0172d1b139ef6ce3c53bc66d,1.47,USDC.e:1.4652
0x8e1b45f82626daadb9de1bd1f81cb8d9de476a55,1.46,USDC.e:1.4640
0xe222efb15bba97579c31fa5e3c3385d4315dc126,1.46,USDT:1.4600
0x4bf379d888b3a388412ea4ac7531e59c0ac2bdf4,1.46,USDT:1.4595
0x80c2219dcfa24f6ead4fa35123200cdc2fc47cb1,1.45,USDC:1.4521
0x4b2c2e01d013a545805c0a9c89ab91eb86e32171,1.45,USDC:1.4500
0xc1df47e137f7a84ca11da67ba690c06e917a38c4,1.45,USDC:1.4495
0xb51bc46ab43ae1c9f452d76eedf233fa166e5d7b,1.45,USDC:0.4481;USDC.e:1.0000
0xa92e5ac4becc188c92e80e5422f0cc257824829d,1.45,USDC.e:1.4463
0xc3e0fabbe13cbd9329f6a6d8d73543a8cefcff8c,1.44,ARB:15.9068
0x233eb8b7c66acb80f52a62047e8c680447f82ebd,1.44,USDT:1.4395
0xf326a6675f133690c68ff8b7946fda8833843ae8,1.43,USDC.e:1.4341
0x93336f666a3f3a6a83d13ab313ba103d3217fdde,1.43,USDC.e:1.4300
0xdd92502b82118f70869a5a1a240b006fedc82062,1.43,USDC:1.4266
0x6f6084badf65bfb727c45a293012b9def058d845,1.43,USDC.e:1.4263
0xa2e4e362307bff8355a906f39afa3091ebc9d89b,1.42,USDT:1.4160
0xd0e05fbdb20b986c10ee5b2b503735fc527cb3ca,1.42,USDC:1.4153
0x6b5d9a424c11d04ca4bd7af8e76b9b02c4228fcd,1.41,DAI:0.0283;wstETH:0.0005
0xa8cd58ca4fbd9b658aa2049fe6cd83682aef348b,1.41,USDC:1.4057
0x730930a16fbdfe79d1c6e17764b1bffa769f2481,1.40,USDC:1.4042
0xea9d7f3f3006fb4ccc621f48d1b2a281b0fd75c4,1.40,USDC:1.4021
0xebd4434699c7fa50c06facd57cc8cf0c27f0c136,1.40,USDC.e:1.4015
0x86f5550db0ea57c8b5119efed6ee85a5e4933f50,1.40,USDC:1.4000
0x9c4014a0aaf5991c0b7babe74887fce59709de26,1.40,USDC:1.4000
0x193269b489e26989344a948e03ebcba53ec7fe15,1.40,USDC.e:1.4000
0x773f1c5faa3c15fd668d9f714eab099976391e2c,1.40,USDT:0.6443;ARB:0.2158;WBTC:0.0000
0xb0ea5ec77ee743974e75a5a2110e3d93c0be1f0e,1.40,DAI:1.3989
0xdd758e0c0ef9b73cd8fd6451b9a29b4572f92162,1.40,ARB:15.3962
0xb102f2cbebd05d53f63f02516a37e0927df9c532,1.40,ARB:15.3831
0xbc18ab506c42f6d690369d93853834b3cc7de5bc,1.39,USDT:1.3952
0x1b2c8f9fcfc03eb3d65e065c15be854d314e7c22,1.39,ARB:15.3557
0xb6aa4d7d446eff33a20b5d519f08a2fc50313903,1.39,USDC:1.3943
0x9b8d24578e345c2c70d014b57cc7c913762126a5,1.39,ARB:15.3400
0x9a8237eee3cf79e9b3c4836870048a41d67c7edf,1.39,USDC.e:1.3908
0x09042b312cf580c88f89d7215199d2c8fd798e11,1.39,USDC:1.3901
0x077a9befb9eac681e1e4823dbdb9db228aafb2fb,1.39,ARB:15.3021
0x4a4beb68c2f53ed89d02cdadbc2de59513e3cc15,1.39,USDC:1.3865
0x265d55c46663ed3b616fc57bce63723842f809b9,1.38,USDC.e:0.8988;DAI:0.4809
0xcf24ec341138ed726a9e57c204b758be8da543b4,1.38,USDC:1.3752
0x2f19a5e7d9be199439683d0d4526eac1cc6eb7d4,1.37,USDC:1.3736
0x60db35acca04f4691951bd8c82d6abbd5e1f0562,1.37,USDC:1.3734
0xd2d408a90b54ba4fa2b11b26715c689c230e3e95,1.37,ARB:15.0944
0x34bfd5904ed122e5c7881ed0bdf239f07705760e,1.37,USDC.e:1.3695
0x1fcdfc4c9236d0f62abf3cdca1a5a29fd3d54bff,1.37,USDC:1.3687
0xa6b7432a152c21df97a8ba4a1f6c649f69f0cdd6,1.37,ARB:15.0572
0x670999da32918ad49af02beb00a338a3a740364a,1.36,USDC:1.3626
0x1e6127d4716c3ac3b3a2b005631c1c541c13d120,1.36,ARB:15.0025
0x0b312c51b6ee233e24fb10b9978aa377466aae2f,1.36,USDC:1.3600
0x081cfe582a44d6da24175ccc4f2650164ab2dcd0,1.36,USDC:1.3600
0xcc6ab1c9f7609df647932a14b5d5fb06e760b3e7,1.36,USDC.e:1.3578
0x1819884b2451f5e1b11dcfe6ca0eea026372985c,1.35,USDC:1.3550
0x360efa6867c7a3b8f8a41681561f1f20536419ed,1.35,USDC:1.3514
0x0e9af99e38b92096fbc782d3aaaecf4656f1c76b,1.35,USDC:1.3462
0x7a99748f1a20b3cbc505223cbf68387be4a5fa07,1.34,USDC:1.3441
0x85a39ce6339d96786d8c99cd098d351c5b29c210,1.34,DAI:1.3406
0x319a77ac4c54657b0273e497490f182133ceaf8d,1.34,USDC:1.3368
0xbb7e0e8b120a89895bbd34889416a073f765e9c6,1.34,USDC:1.3364
0x7d1564854e8ba39472848df1855f3caa135e48cf,1.34,USDT:1.3362
0x7da962acfc30a233d8046dae223a4caa6fdbf43c,1.34,USDC:1.3353
0x505e5ea6b384ea9c18e2313f2cf13c28af576e0a,1.33,ARB:14.6979
0xeda0ac490fd73d93d2b60336cff624a20a61f74f,1.33,USDC:1.3320
0xd324f5b84a69677c22429ec2c40da3789fb9264a,1.33,DAI:1.3299
0x20581b3c927e3f521a680e80725a33878f4cfb1c,1.33,USDC.e:1.3295
0xec4434b98d3f95a2ac64f0cdbd876855b8ccffbb,1.33,ARB:14.6247
0x3ba8e8402631557e7a93e3132b89e33f1cb7b0d5,1.33,USDT:0.3823;USDC.e:0.9450
0x83bdf3a8af703ad1b28793729b2b6bab28486c5e,1.33,USDC.e:1.3263
0xf392a7ff43eb29e9acb107a5cf82d4e081c17069,1.33,USDC.e:1.3252
0xe55fd81c8ee0c835915926fc657ae8e997cae2c5,1.32,USDC.e:1.3242
0xbff92979fef9dab0acf2c2cecebea41a677e96e9,1.32,ARB:14.5806
0x0bfddd733c2b8a623c5ea9891ec9a58bffbc0521,1.32,USDC:1.3213
0x3db972fb2e669a5f2abfa828f746f36786c8ea45,1.32,USDT:0.0000;USDC.e:1.3209
0x5e684fc16360451a449982aac3253bb2a10d05c5,1.32,USDC:1.3197
0x1a8615458db219bd6179b488ba47e7efec4680d0,1.32,USDC:1.3192
0x0a725f3617f1262453a829632819f43d5d5d55fc,1.31,USDC.e:1.3110
0x30b237ca9b43783ef0661728ae37f4d429aec319,1.31,USDC.e:1.3107
0x52a9a43daa90f2b6f09e3fe1fb293876ab498360,1.31,USDC:1.3081
0x6c8acc7ece36bdbe0b3edb98f781eec3105b98e5,1.31,USDC:1.3075
0x84e86799a25f92f62d624d67603afa4d8fac3955,1.31,USDC:1.3068
0xfee67e980f7ce5356f359d97b8be8aac60d3fee4,1.30,USDC.e:1.3046
0xc33d95627685d3015d83816000fa5f5b3e96612b,1.30,USDC.e:1.3023
0x6bcc673c5204b05c2bdffd9021e4cc9dabb48b3e,1.30,USDC:1.3022
0xa1a153cdf49b83f8beaf6afed7a27b7d0a37174e,1.30,ARB:14.3233
0x20b20d6818c46f0440fcde486ff744f762377b7b,1.30,ARB:14.3071
0x54fbe4cddfbc7a0eaac2ad19a681071ccfa0fdb4,1.30,USDC.e:1.2986
0x8b98e8703b2f0bad132246eacd3accecce2a0208,1.30,USDC.e:1.2971
0xf4f0a626456974e9e63e994566c91428997f8ce8,1.30,wstETH:0.0004
0x5ecea38f6b7239339ab526085eae0c54cd4df4d9,1.29,DAI:1.2940
0x04b2bb25743c63afe25bbd163d346a028e061584,1.29,USDC:1.2939
0x56ee2e4609aa721f25020309cee8b0d2a08e5555,1.29,USDC:1.2934
0x324210824cd90d4b8e32766c628c513cb6b9973f,1.29,USDC:1.2929
0x048699723da9529806789c834b5b70501a65453f,1.29,USDC:1.2903
0xb7db6e3d667a184d73dd187776e3c027f8900a4b,1.29,USDC:1.2886
0xd35f1fcbc2217833275617c780fae5ad542b3453,1.29,DAI:1.2879
0xf42d4c98c0199a12b716622a06e31802fc2c6b6b,1.29,USDC.e:1.2854
0xecdc7e0e533678353cad446de6af8838f1ff8019,1.28,ARB:14.1318
0xa88968f868a8d082caf18e4141f14e74c4bd1d55,1.28,USDC:1.2823
0x0705bf4eeeca4196778c858f5f0bf405922481aa,1.28,USDC.e:1.2823
0x8f2eb78f0895bc4f93b6e65462cb2458035ee817,1.28,USDC:1.2771
0x552094d7e604c4dfce7938e620d581f1f58df854,1.27,USDC:1.2726
0x2422e1bc61e16d166e71c4951ab6f789a0148493,1.27,ARB:14.0038
0x5353d57398a1d5cc3f715df0a365d4b5f2a4044b,1.27,USDC.e:1.2717
0x3e099686dc59028362208d1289a333c25e9cb091,1.27,ARB:14.0000
0x70ed2b76841e4f80568b0b1994842e51b9675a2c,1.27,USDC:1.2708
0xe3b6a6d31b0fc2d97596b3adf0ae75f2f0ceef32,1.27,ARB:13.9377
0x1f6932b8276cc0080a928710d3cde7e87f1b8a94,1.26,USDC:1.2555
0x4ffdd05635abff9a35fd1e08309e6ee2e59fc67d,1.25,USDT:0.0004;USDC.e:1.2460
0xd840593835a2512bfc9c2bf4c98eb62056dfa125,1.25,USDC:1.2462
0x1bb37ce51e175e7c68420724589f3875ff2ca577,1.25,USDC:1.2452
0x592f51b2fec309caa0a217c73955d0ac56de755f,1.24,USDC.e:1.2444
0xaa095eea6ad652ae77ac50ac187971600cdcaf08,1.24,USDC:1.2427
0x54926703e36ae36704d661f82e39d168ec1133d6,1.24,USDC.e:1.2410
0xdc8dec3c2fadb8a38e5acf42cbaac6e9b91ff2f7,1.24,USDC.e:1.2397
0x62e219eccaf795658b652aa42d5965e9e01f5bc7,1.24,USDC:1.2384
0xf7c85465dc56422f3d10bb2b450abad29825a10c,1.24,USDC:1.2358
0xbde1747c0dc37b2265793be1cbb71bb3db142b44,1.24,USDC:1.2356
0x57a9db134b249a17e79e509557812f8023fbdc5d,1.23,USDC:1.2348
0x2b2f5d931bd8284a9ebd9ab3f3ce26d3466517af,1.23,weETH:0.0005
0xe4c07f2ca3bc3282820b8785555bcedd4429e7de,1.23,USDC:1.2302
0xc8aba7e9425a1acd8c2332d8be9e8e027401d704,1.23,USDC.e:1.2279
0xc69c6651e613d147ccbae8f0a8b31566c52e292d,1.23,USDC.e:1.2257
0x76efd9e612027584c706c89976431619c6f0a90e,1.22,DAI:1.2240
0x7c6f487bf74e614802c4e9facf472e9873c7ce9e,1.22,USDC.e:1.2225
0x606f217248e7d71e5b7efac2014af1a97796e194,1.22,USDC:0.0042;USDT:0.9997;ARB:2.3911
0xec6c0c6d236a4fe5a08dde92a9052493faf630ae,1.22,USDC.e:1.2188
0x99c4d9ec01e80a7d06d1e9da0de2946e7aaf872b,1.22,USDC:1.2179
0xb8f7cec2e6ae2b91b41c1cb19a72b96a79c8a18d,1.22,USDC.e:1.2155
0xf9f3e297f41bf718b774d5d6667ca5b543179cbb,1.21,ARB:13.3784
0x13e937052a810f33d72cd132e982df952329139a,1.21,USDC.e:1.2127
0xaa17a4f9320a6df89e6db7997da220b263f93321,1.21,ARB:13.3489
0xb76c0b88f4f40d9f52cd10a727726a92b20a8ee3,1.21,ARB:13.3343
0x86e9c2b89b59d500b15901defc533482eb037091,1.21,wstETH:0.0004
0xaa64cf3a53ffceb4ce88170fcbfbffcecc3f4770,1.21,USDC:1.2085
0xf96e720a5f4dfc074e8805a21315bbb05b90a807,1.21,USDT:1.2081
0xabd1edc129622306f2afe792bd45c36e686e7b8b,1.21,USDC.e:1.2076
0xe54e95707db9e78fce8a826f946417b89ec2c5a4,1.21,USDC.e:1.2071
0x4cf3cd620a6aa7950aa26ef8634638c060c24c3e,1.21,USDC:1.2069
0x6902d1b4b5f1f7e5f63331c68f76c5efff45e89b,1.21,DAI:1.2065
0xbd9f7ff503f3c1fd8ddcd16164d7236e38a1ddf8,1.21,USDC.e:1.2059
0xa8d51eb384bf31ea0b4db844a3b741e679c34ed2,1.20,WBTC:0.0000
0x2d651c5ff14afe5720564771aec0413f7761e4d7,1.20,USDC.e:1.2030
0x1aaad7ff48444283c1766b318611db8b4e9cf60a,1.20,USDT:1.2028
0xc6ce099bc8308dccde969e1c0c53a5dcc0aa77c4,1.20,USDC.e:1.2015
0xe8bf46f1365b828bbed31418f806369172cb427f,1.20,USDC.e:1.1981
0x346cd4c6b0c8f4d66fcc17c8611a52849984b61d,1.20,wstETH:0.0004
0x35b7366160933919e6531e4c9330e82e1ac7150f,1.20,USDC.e:0.2369;ARB:2.4878;DAI:0.7324
0x81524c63d0352604691e7a605a3c36a789aafbcd,1.19,USDT:1.1951
0xf2fd86f60ce56a8a32fd049bdcabe909451d12b4,1.19,USDT:1.1931
0x503b12bbf49e1d53ff175b4cafe7a97222608697,1.19,ARB:13.1275
0x3382082aa95ba5a61a58a663270f5df3cd9bbbbd,1.19,USDC.e:1.1919
0x325a581ec05e3d3bc68c0927af7978d5311f445d,1.19,USDC:1.1907
0x7e3a70e7bb66843dc97b761b281c3b763ead2c67,1.19,USDC.e:1.1907
0x83591962ba77001905cc3b95fc1f83ae815a1e2f,1.19,USDT:1.1867
0xdb0a4091c3fbbbc75fd81fcae91fed083b2e9e78,1.18,USDT:1.1843
0xd95345a1b3489eb586cbac242c3ead57ecf368e1,1.18,USDC.e:1.1831
0x30886eeb8e5c1870045f60c6fd68b95a58400a68,1.18,USDC.e:1.1828
0x95c57485d3a630f078f4785eb04aab0edf3d2c4e,1.18,USDC:1.1819
0xfd505176ff74db6d29f7eeba6366cad304d99275,1.18,USDT:1.1812
0x1cb9d877502f71edf18c80ddbbdb025774098f8f,1.18,USDT:1.1802
0x51e9060165fcd9d90eae95f2234f51bd89a38015,1.18,USDC.e:1.1800
0x5583e62639a9ba326656a7c2839176eee2ad566b,1.18,ARB:12.9477
0x5e545db7fa1fe0b5520d0eb42717ac16683e819c,1.18,USDC.e:1.1754
0x2ace54cf4a56abb8ef1578dfbc7cd70ad360829c,1.17,USDC.e:1.1751
0x280b7d2af7876b556005fd09e4d2fdea59d5b245,1.17,USDC:1.1739
0x74574ed07182ea1d2d1fe1c85e6d33188e32c170,1.17,USDC.e:1.1726
0xaa419d1331d6932ba23188c40ebf039aba931d96,1.17,USDC:1.1719
0x5b160689b7e6a760cc1014fa9734d57353b46017,1.17,USDC:1.1714
0x175c5315fbd4509f850d3634125540b0254a6302,1.17,USDC:1.1661
0xfd250767dcbe59683187ebf8936f6c072952bf72,1.16,USDT:1.1638
0x2c8024218ea8b06d9724942347466a15a5c31eb1,1.16,USDC.e:1.1624
0xb59cb2fa2aae9796975916f33f55a8f5e217c5b0,1.16,ARB:12.7831
0xeb7d123faf7652b0b2de0a486c001d259f6a3822,1.16,USDC.e:1.1602
0xb4c4b39f787c0335b65d5d380c64a0c904f55c9e,1.16,USDC:1.1600
0x34eb7a06795e5b755a6f79cc510d0181926b1cb0,1.16,USDC.e:1.1596
0xcb9b8a7c89fe03765da28b26da360845f0706dbf,1.16,USDC.e:1.1587
0xc15152a333c91d0e0f033bcb7b563e80fb01e25b,1.16,USDC.e:1.1587
0x5248bcc12ab7f4efc5f809aa1efd1ffb6a43e82d,1.16,USDC.e:1.1575
0x4561c0ca53a7f4867b07f9c3ead27f161cd049b1,1.16,USDC.e:1.1569
0xe2c9d28a2ab69e487426f1c63148ef482964c249,1.16,USDC:1.1563
0x7a7f81968e6d55daba4911fb1130fb3ae61a2080,1.15,USDC.e:1.1533
0x7d887945d43de6e0e53f86d4eb2dec5ed1699791,1.15,USDC:1.1515
0x2db721cbb3d38533dbc558176548cdfac71527a9,1.15,USDC.e:1.1505
0xe3945d3f07139e63131ac1394487ca3464615454,1.15,USDC.e:1.1491
0x3c3221b832b7eba7835b7f76ecdc7dc82ff5f29b,1.15,USDC:1.1482
0x5cfebdf993d3a8e77bdc247cb78d81789bbc8243,1.15,USDT:1.1483
0x896b6122ce7ac0199fce07523ed9bc3862b72299,1.15,USDC.e:1.1468
